id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
1995,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Computer Organization and Assembly Language, nahihirapan akong sundan ang tamang pagkakasunod ng instructions.",,1896,"Sa Computer Organization and Assembly Language, nahihirapan akong sundan ang tamang pagkakasunod ng instructions."
1996,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng assembly language program, hindi ko alam kung ano ang susunod na instruction.",,1897,"Habang gumagawa ng assembly language program, hindi ko alam kung ano ang susunod na instruction."
1997,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Number Theory, nahihirapan akong sundan ang tamang hakbang sa pagsagot ng modular arithmetic problems.",,1898,"Sa Number Theory, nahihirapan akong sundan ang tamang hakbang sa pagsagot ng modular arithmetic problems."
1998,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang nagsasagot ng GCD at LCM problems, nalilito ako sa tamang proseso ng solution.",,1899,"Habang nagsasagot ng GCD at LCM problems, nalilito ako sa tamang proseso ng solution."
1999,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng graph traversal, hindi ko alam kung paano sisimulan ang implementation.",,1900,"Sa paggawa ng graph traversal, hindi ko alam kung paano sisimulan ang implementation."
2000,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng sorting algorithms, madalas akong nalilito sa tamang pagkakasunod ng bawat hakbang.",,1901,"Habang gumagawa ng sorting algorithms, madalas akong nalilito sa tamang pagkakasunod ng bawat hakbang."
2001,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng recursion, nahihirapan akong sundan kung ano ang dapat gawin pagkatapos ng bawat recursive call.",,1902,"Sa paggawa ng recursion, nahihirapan akong sundan kung ano ang dapat gawin pagkatapos ng bawat recursive call."
2002,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng merge sort, nalilito ako sa tamang pagkakasunod ng bawat hakbang.",,1903,"Habang gumagawa ng merge sort, nalilito ako sa tamang pagkakasunod ng bawat hakbang."
2003,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa quick sort, madalas akong bumabalik sa simula dahil nagugulo ako sa proseso.",,1904,"Sa quick sort, madalas akong bumabalik sa simula dahil nagugulo ako sa proseso."
2004,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng binary tree, hindi ko alam kung alin ang dapat kong unahing function.",,1905,"Habang gumagawa ng binary tree, hindi ko alam kung alin ang dapat kong unahing function."
2005,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa stack implementation, nalilito ako kung kailan dapat gamitin ang bawat operation.",,1906,"Sa stack implementation, nalilito ako kung kailan dapat gamitin ang bawat operation."
2006,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng queue, nahihirapan akong sundan ang tamang daloy ng implementation.",,1907,"Habang gumagawa ng queue, nahihirapan akong sundan ang tamang daloy ng implementation."
2007,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa hash table, hindi ko alam kung ano ang dapat kong unahing gawin bago maglagay ng data.",,1908,"Sa hash table, hindi ko alam kung ano ang dapat kong unahing gawin bago maglagay ng data."
2008,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng graph algorithms, nalilito ako sa tamang pagkakasunod ng implementation.",,1909,"Habang gumagawa ng graph algorithms, nalilito ako sa tamang pagkakasunod ng implementation."
2009,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa depth-first search, nahihirapan akong sundan ang bawat hakbang ng traversal.",,1910,"Sa depth-first search, nahihirapan akong sundan ang bawat hakbang ng traversal."
2010,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang breadth-first search, nalilito ako kung kailan dapat iproseso ang susunod na node.",,1911,"Habang ginagawa ang breadth-first search, nalilito ako kung kailan dapat iproseso ang susunod na node."
2011,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng responsive web page, hindi ko alam kung alin ang dapat kong unahing ayusin.",,1912,"Sa paggawa ng responsive web page, hindi ko alam kung alin ang dapat kong unahing ayusin."
2012,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang frontend, nahihirapan akong sundan ang tamang proseso bago ito ikonekta sa backend.",,1913,"Habang ginagawa ang frontend, nahihirapan akong sundan ang tamang proseso bago ito ikonekta sa backend."
2013,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng navigation menu, nalilito ako kung kailan ko ito dapat idagdag.",,1914,"Sa paggawa ng navigation menu, nalilito ako kung kailan ko ito dapat idagdag."
2014,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng registration form, hindi ko alam kung ano ang susunod na hakbang pagkatapos ng layout.",,1915,"Habang gumagawa ng registration form, hindi ko alam kung ano ang susunod na hakbang pagkatapos ng layout."
2015,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng dashboard, nahihirapan akong ayusin ang tamang workflow.",,1916,"Sa paggawa ng dashboard, nahihirapan akong ayusin ang tamang workflow."
2017,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng REST API, hindi ko alam kung saan dapat magsimula ang implementation.",,1918,"Sa paggawa ng REST API, hindi ko alam kung saan dapat magsimula ang implementation."
2018,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng authentication, nahihirapan akong sundan ang tamang proseso ng pagbuo.",,1919,"Habang gumagawa ng authentication, nahihirapan akong sundan ang tamang proseso ng pagbuo."
2019,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng session management, nalilito ako sa tamang pagkakasunod ng configuration.",,1920,"Sa paggawa ng session management, nalilito ako sa tamang pagkakasunod ng configuration."
2020,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang user management module, hindi ko alam kung ano ang dapat unahin.",,1921,"Habang ginagawa ang user management module, hindi ko alam kung ano ang dapat unahin."
2021,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa System Analysis and Design, nahihirapan akong sundan ang tamang proseso ng paggawa ng activity diagram.",,1922,"Sa System Analysis and Design, nahihirapan akong sundan ang tamang proseso ng paggawa ng activity diagram."
2022,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng sequence diagram, nalilito ako kung alin ang dapat maunang interaction.",,1923,"Habang gumagawa ng sequence diagram, nalilito ako kung alin ang dapat maunang interaction."
2023,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng class diagram, hindi ko alam kung kailan dapat ilagay ang relationships.",,1924,"Sa paggawa ng class diagram, hindi ko alam kung kailan dapat ilagay ang relationships."
2024,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang deployment diagram, nahihirapan akong sundan ang tamang workflow.",,1925,"Habang ginagawa ang deployment diagram, nahihirapan akong sundan ang tamang workflow."
2025,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng system proposal, nalilito ako kung ano ang dapat unahing bahagi.",,1926,"Sa paggawa ng system proposal, nalilito ako kung ano ang dapat unahing bahagi."
2026,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang feasibility study, hindi ko alam kung paano sisimulan ang bawat seksyon.",,1927,"Habang ginagawa ang feasibility study, hindi ko alam kung paano sisimulan ang bawat seksyon."
2027,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng project documentation, nahihirapan akong ayusin ang tamang pagkakasunod ng mga nilalaman.",,1928,"Sa paggawa ng project documentation, nahihirapan akong ayusin ang tamang pagkakasunod ng mga nilalaman."
2029,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng project prototype, hindi ko alam kung kailan dapat magsimula sa testing.",,1930,"Sa paggawa ng project prototype, hindi ko alam kung kailan dapat magsimula sa testing."
2030,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang system implementation, nahihirapan akong sundan ang buong proseso.",,1931,"Habang ginagawa ang system implementation, nahihirapan akong sundan ang buong proseso."
2031,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Game Programming, nalilito ako kung kailan dapat idagdag ang scoring system.",,1932,"Sa Game Programming, nalilito ako kung kailan dapat idagdag ang scoring system."
2032,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng enemy AI, hindi ko alam kung ano ang dapat kong unahing gawin.",,1933,"Habang gumagawa ng enemy AI, hindi ko alam kung ano ang dapat kong unahing gawin."
2033,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng game interface, nahihirapan akong sundan ang tamang pagkakasunod ng development.",,1934,"Sa paggawa ng game interface, nahihirapan akong sundan ang tamang pagkakasunod ng development."
2034,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng level design, nalilito ako kung alin ang dapat maunang tapusin.",,1935,"Habang gumagawa ng level design, nalilito ako kung alin ang dapat maunang tapusin."
2035,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng sound effects, hindi ko alam kung kailan ito dapat idagdag sa game.",,1936,"Sa paggawa ng sound effects, hindi ko alam kung kailan ito dapat idagdag sa game."
2036,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang game menus, nahihirapan akong sundan ang tamang proseso.",,1937,"Habang ginagawa ang game menus, nahihirapan akong sundan ang tamang proseso."
2037,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng inventory system, nalilito ako kung saan dapat magsimula.",,1938,"Sa paggawa ng inventory system, nalilito ako kung saan dapat magsimula."
2038,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang save and load feature, hindi ko alam ang tamang pagkakasunod ng implementation.",,1939,"Habang ginagawa ang save and load feature, hindi ko alam ang tamang pagkakasunod ng implementation."
2039,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng NPC interactions, nahihirapan akong ayusin ang workflow.",,1940,"Sa paggawa ng NPC interactions, nahihirapan akong ayusin ang workflow."
2040,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng game mechanics, hindi ko alam kung alin ang dapat unahin.",,1941,"Habang gumagawa ng game mechanics, hindi ko alam kung alin ang dapat unahin."
2043,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng register operations, hindi ko alam ang tamang proseso ng implementation.",,1944,"Sa paggawa ng register operations, hindi ko alam ang tamang proseso ng implementation."
2044,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang memory addressing, nahihirapan akong sundan ang bawat hakbang.",,1945,"Habang ginagawa ang memory addressing, nahihirapan akong sundan ang bawat hakbang."
